idx,vid,total,percentage,simple,weighted_simple,pagerank,elo,entropy,pid,p_name,alias,c_votecount,c_rating,c_average,title_ja,title_en,title_zh,search,rank
1869,v7742,-1.916,-0.450,-0.652,-1.340,16757.126,789.515,-0.191,,,,41,5.920,5.900,まにょっこ☆みのりん～僕（♂）が魔法少女!?～,,,まにょっこみのりん僕が魔法少女nan,6156
2476,v11695,-1.990,-0.477,-0.764,-1.543,5654.102,1223.419,-0.255,,,,39,5.920,5.900,JKとオーク兵団 ～悪豚鬼に凌虐された聖女学園～,,,jkとオーク兵団悪豚鬼に凌虐された聖女学園nan,6157
3784,v18059,-2.389,-0.386,-0.558,-1.373,16547.231,1003.469,-0.213,,,,40,5.920,5.900,,Lost Island,Lost Island,lostislandlostislandnan,6158
5167,v22944,-1.656,-0.262,-0.546,-1.347,4425.551,1159.390,-0.206,,,The Strongest Delinquent Girls Succumbed to Huge D*ck - Loyalty to Big C*ck\nThe Strongest Delinquent Girls Succumbed to Huge Dick - Loyalty to Big Cock,49,5.920,5.900,巨根に負ける最強のヤンキー～強くて純情な不良メスたちがデカマラ崇拝孕ませオナホ集団に♪～,,,巨根に負ける最強のヤンキー強くて純情な不良メスたちがデカマラ崇拝孕ませオナホ集団にthestrongestdelinquentgirlssuccumbedtohugedckloyaltytobigccknthestrongestdelinquentgirlssuccumbedtohugedickloyaltytobigcock,6159
5458,v24969,-2.008,-0.427,-0.667,-1.401,8948.926,1053.890,-0.177,,,Oni Boku ~Molesting Ogress Girl~,48,5.920,5.900,オニボク～鬼娘淫姦～,,,オニボク鬼娘淫姦onibokumolestingogressgirl,6160
6302,v30946,-2.193,-0.371,-0.565,-1.303,16277.016,1519.412,-0.186,,,,46,5.920,5.900,うつろにっき,"Obsessive Love, Utsuro's Diary",虚日记,うつろにっきobsessiveloveutsurosdiary虚日记nan,6161
2959,v13957,-1.485,-0.274,-0.488,-1.115,4820.641,1077.201,-0.170,,,,32,5.920,5.890,ドキッ！ 生意気アイドル快楽堕ちスペシャル！ ～中出し自由、枕もあるよ～,,,ドキッ生意気アイドル快楽堕ちスペシャル中出し自由枕もあるよnan,6162
4736,v21347,-1.646,-0.326,-0.583,-1.295,4654.455,989.898,-0.171,,,"Ningyou-hime no Shiro ~Anata wa Mou, Atashi no Geboku~",35,5.920,5.890,人形姫の城～貴方はもう、あたしの下僕～,,,人形姫の城貴方はもうあたしの下僕ningyouhimenoshiroanatawamouatashinogeboku,6163
4866,v21826,-1.229,-0.265,-0.475,-1.012,11695.754,1402.282,-0.136,,,,33,5.920,5.890,姦落のアリーナ 〜淫欲のデスマッチ〜,,,姦落のアリーナ淫欲のデスマッチnan,6164
5047,v22533,-1.274,-0.194,-0.396,-1.001,5456.679,1049.961,-0.133,,,,37,5.920,5.890,人妻ネトリシェアリング ～やめて夫の前でこれ以上は…～,,,人妻ネトリシェアリングやめて夫の前でこれ以上はnan,6165
5088,v22645,-1.643,-0.296,-0.587,-1.375,6032.458,1103.417,-0.183,,,,35,5.920,5.890,ネットアイドルの恥辱動画配信 ～ファンとのハメられ淫乱交流～,,,ネットアイドルの恥辱動画配信ファンとのハメられ淫乱交流nan,6166
5240,v23356,-1.296,-0.182,-0.413,-1.076,5976.524,1458.394,-0.152,,,A corporate slave makes the female president into his own faphole and sweats her a lot!,36,5.920,5.890,ブラック企業の女社長を社畜が孕ませオナホにしてコキ使う！,,,ブラック企業の女社長を社畜が孕ませオナホにしてコキ使うacorporateslavemakesthefemalepresidentintohisownfapholeandsweatsheralot,6167
5572,v25744,-1.264,-0.271,-0.471,-1.006,8480.660,1208.046,-0.161,,,Monmusu Conquered World,31,5.920,5.890,もんむすに征服された世界,Otaku's Fantasy 2,Otaku's Fantasy 2,もんむすに征服された世界otakusfantasy2otakusfantasy2monmusuconqueredworld,6168
172,v190,-2.495,-0.275,-0.456,-1.230,3914.987,1119.294,-0.162,,,Ｖ．Ｒ．デート 五月倶楽部\nVR-DATE Simulator May-Club\nメイクラブ,221,5.910,5.910,五月倶楽部,May Club,May Club,五月倶楽部mayclubmayclubデート五月倶楽部nvrdatesimulatormayclubnメイクラブ,6169
522,v991,-4.669,-0.328,-0.624,-2.089,2411.044,1273.873,-0.265,,,Taimanin Asagi Chaos Arena,447,5.910,5.910,対魔忍アサギ外伝～カオス・アリーナ編～,Anti-Demon Ninja Asagi: Chaos Arena,Anti-Demon Ninja Asagi: Chaos Arena,対魔忍アサギ外伝カオス・アリーナ編antidemonninjaasagichaosarenaantidemonninjaasagichaosarenataimaninasagichaosarena,6170
1631,v6359,-5.530,-0.297,-0.560,-1.910,2662.462,1282.476,-0.221,,,Wombeyond - Impregnation Via Hijacked Ghost,539,5.910,5.910,子作り妖怪H変化～乙女を犯す憑依合体～,Sexy Demon Transformation!,Sexy Demon Transformation!,子作り妖怪h変化乙女を犯す憑依合体sexydemontransformationsexydemontransformationwombeyondimpregnationviahijackedghost,6171
1851,v7689,-4.084,-0.287,-0.524,-1.699,2566.694,1332.072,-0.199,,,"Princess X: My Fiancee is a Monster Girl?!, Princess X",337,5.910,5.910,プリンセスX ～僕の許嫁はモンスターっ娘!?～,Princess X: My Fiancee is a Monster Girl?!,Princess X: My Fiancee is a Monster Girl?!,プリンセスx僕の許嫁はモンスターっ娘princessxmyfianceeisamonstergirlprincessxmyfianceeisamonstergirlprincessxmyfianceeisamonstergirlprincessx,6172
2176,v10119,-4.111,-0.245,-0.453,-1.636,2559.952,1369.012,-0.181,,,,517,5.910,5.910,皮被りのチェリー,,,皮被りのチェリーnan,6173
2506,v11868,-2.315,-0.331,-0.445,-1.126,13391.163,1348.149,-0.154,,,,96,5.910,5.910,,,,nan,6174
3932,v18644,-6.185,-0.275,-0.400,-1.562,4352.157,1327.262,-0.134,,,r-letter\nsince 1999 from Shimane,643,5.910,5.910,√Letter ルートレター,√Letter-Root Letter-,√Letter-Root Letter-,letterルートレターletterrootletterletterrootletterrletternsince1999fromshimane,6175
1443,v5070,-0.867,-0.109,-0.213,-0.603,6778.653,1448.934,-0.096,,,"Lewd Mother Bountiful Incest -Here's a Cup of My Sperm, Mama-",60,5.910,5.900,淫母乱乳相姦～ボクの精子で、ママを一杯にしてあげる,,,淫母乱乳相姦ボクの精子でママを一杯にしてあげるlewdmotherbountifulincestheresacupofmyspermmama,6176
4762,v21435,-1.774,-0.176,-0.317,-0.974,7697.218,1339.367,-0.143,,,ニンジャガ\nNinjaga,70,5.910,5.900,Ninja Girl and the Mysterious Army of Urban Legend Monsters! ~Hunt of the Headless Horseman~,,,ninjagirlandthemysteriousarmyofurbanlegendmonstershuntoftheheadlesshorsemanニンジャガnninjaga,6177
4074,v18976,-2.468,-0.595,-0.850,-1.728,4312.719,1138.853,-0.278,,,,38,5.910,5.890,女装してお嬢様学校に潜入しようとしたら、間違えて隣の底辺男子校に入ってしまったボク,,,女装してお嬢様学校に潜入しようとしたら間違えて隣の底辺男子校に入ってしまったボクnan,6178
5955,v28408,-1.496,-0.190,-0.276,-0.780,15971.003,1477.570,-0.109,,,,44,5.910,5.890,,BraveHeart Academy,BraveHeart Academy,braveheartacademybraveheartacademynan,6179
109,v118,-4.910,-0.244,-0.441,-1.531,2860.999,1224.820,-0.177,,,,643,5.900,5.900,私に今夜☆会いに来て,Come See Me Tonight,Come See Me Tonight,私に今夜会いに来てcomeseemetonightcomeseemetonightnan,6180
3215,v15372,-3.731,-0.271,-0.427,-1.400,5897.179,1223.871,-0.158,,,Liar2Liar ~Pants on Fire~,281,5.900,5.900,,Liar Liar 2,Liar Liar 2,liarliar2liarliar2liar2liarpantsonfire,6181
4165,v19300,-1.375,-0.160,-0.299,-0.807,7496.855,1346.390,-0.132,,,WNM,94,5.900,5.900,,Wander No More,Wander No More,wandernomorewandernomorewnm,6182
4690,v21188,-2.868,-0.141,-0.275,-1.087,4098.213,1429.507,-0.144,,,,217,5.900,5.900,LoveKami -Trouble Goddess-,LoveKami -Useless Goddess-,恋神 -无用女神-,lovekamitroublegoddesslovekamiuselessgoddess恋神无用女神nan,6183
6480,v32456,-2.013,-0.239,-0.386,-1.068,11900.537,1532.223,-0.168,,,,72,5.900,5.900,,Stillwater,Stillwater,stillwaterstillwaternan,6184
3757,v17984,-2.063,-0.354,-0.643,-1.543,4332.296,1395.900,-0.226,,,,78,5.900,5.890,新・他の男の精液で孕んでもいいですか…？2 全身汗だく浮気セックスで妊娠したウェディングプランナーの婚約者,,,新・他の男の精液で孕んでもいいですか2全身汗だく浮気セックスで妊娠したウェディングプランナーの婚約者nan,6185
2428,v11305,-2.063,-0.466,-0.747,-1.558,5243.407,1155.968,-0.247,,,,44,5.900,5.880,ハッピーエンドトリガー,,,ハッピーエンドトリガーnan,6186
3006,v14241,-1.347,-0.327,-0.542,-1.087,8216.405,1192.890,-0.111,,,,36,5.900,5.880,壁にはまってうごけない!3 衝撃映像感動の救出劇,,,壁にはまってうごけない3衝撃映像感動の救出劇nan,6187
6429,v31880,-1.901,-0.313,-0.462,-1.112,21210.076,1690.444,-0.164,,,Echoes of Lust: Season 2,39,5.900,5.880,,Lust Theory: Season 2,Lust Theory: Season 2,lusttheoryseason2lusttheoryseason2echoesoflustseason2,6188
1086,v3014,-1.700,-0.377,-0.655,-1.370,7278.401,1172.809,-0.199,,,,30,5.900,5.870,世界に男は自分だけ、全世界の女性を妊娠させて人類を救え！～ザーメンキャラバン認定ソフト～,,,世界に男は自分だけ全世界の女性を妊娠させて人類を救えザーメンキャラバン認定ソフトnan,6189
2074,v9431,-2.093,-0.403,-0.587,-1.335,12142.657,1321.759,-0.193,,,OASE,38,5.900,5.870,,Other Age: Second Encounter,Other Age: Second Encounter,otheragesecondencounterotheragesecondencounteroase,6190
4936,v22067,-1.651,-0.366,-0.655,-1.382,3881.944,1036.577,-0.183,,,,33,5.900,5.870,ヤリチンの俺が女になったらヤリマンだった件,,,ヤリチンの俺が女になったらヤリマンだった件nan,6191
6818,v40217,-1.537,-0.317,-0.481,-1.032,7681.174,1625.083,-0.146,,,公主聯姻計劃\n公主联姻计划\nプリンセスパーティ,42,5.900,5.870,プリンセスハーレム,Princess Harem,公主聯姻計劃,プリンセスハーレムprincessharem公主聯姻計劃公主聯姻計劃n公主联姻计划nプリンセスパーティ,6192
1051,v2880,-1.815,-0.353,-0.588,-1.336,4528.658,1329.587,-0.162,,,Princess Aria of Unjust Accusation,31,5.900,5.860,冤罪の皇女アリア,,,冤罪の皇女アリアprincessariaofunjustaccusation,6193
106,v115,-1.960,-0.137,-0.269,-0.815,3241.660,1357.489,-0.090,,,After School Romance Club\nCRC\nHRC\n放課後恋愛倶楽部,294,5.890,5.890,放課後恋愛クラブ ～恋のエチュード～,Casual Romance Club -L'etude de l'amour-,放課後恋愛倶楽部,放課後恋愛クラブ恋のエチュードcasualromanceclubletudedelamour放課後恋愛倶楽部afterschoolromanceclubncrcnhrcn放課後恋愛倶楽部,6194
124,v133,-4.615,-0.191,-0.371,-1.417,2811.501,1303.652,-0.142,,,,652,5.890,5.890,エッチなバニーさんは嫌い?,Do You Like Horny Bunnies?,Do You Like Horny Bunnies?,エッチなバニーさんは嫌いdoyoulikehornybunniesdoyoulikehornybunniesnan,6195
377,v669,-6.205,-0.247,-0.448,-1.740,2689.711,1305.983,-0.186,,,,712,5.890,5.890,ハーレム☆パーティー,,,ハーレムパーティーnan,6196
2018,v8527,-5.027,-0.297,-0.490,-1.585,2543.591,1262.719,-0.180,,,,803,5.890,5.890,,Sugar's Delight,Sugar's Delight,sugarsdelightsugarsdelightnan,6197
5662,v26356,-4.558,-0.273,-0.415,-1.476,6858.262,1196.685,-0.186,,,KoL\nLove or Kill,331,5.890,5.890,,Kill or Love,Kill or Love,killorlovekillorlovekolnloveorkill,6198
5690,v26486,-1.812,-0.102,-0.225,-0.908,4043.345,1235.215,-0.108,,,"In Another World, Become a Wizard and Savior of Humanity In This Demon Impregnation Hunt!",189,5.890,5.890,モンスターが支配する異世界で魔物使いになって孕ませハントで救世主になる 　～人間如きが我らと生殖？身の程を知れ！～,Nympho Monster Domination,异世界大屌救世物语,モンスターが支配する異世界で魔物使いになって孕ませハントで救世主になる人間如きが我らと生殖身の程を知れnymphomonsterdomination异世界大屌救世物语inanotherworldbecomeawizardandsaviorofhumanityinthisdemonimpregnationhunt,6199
6016,v28697,-2.489,-0.396,-0.698,-1.710,3841.068,1049.842,-0.245,,,,104,5.890,5.890,女系家族の犬になった僕,I Become the Dog in an All Female Household,I Become the Dog in an All Female Household,女系家族の犬になった僕ibecomethedoginanallfemalehouseholdibecomethedoginanallfemalehouseholdnan,6200
970,v2465,-2.233,-0.198,-0.315,-0.981,11454.374,1520.694,-0.156,,,,91,5.890,5.880,,The Stolen Diamond Ring,The Stolen Diamond Ring,thestolendiamondringthestolendiamondringnan,6201
3955,v18699,-2.945,-0.434,-0.680,-1.646,15981.167,1541.465,-0.266,,,量子自殺\nRyoushi Jisatsu,64,5.890,5.880,,Quantum Suicide,量子自殺,quantumsuicide量子自殺量子自殺nryoushijisatsu,6202
4032,v18863,-3.456,-0.543,-0.781,-1.931,3163.179,1217.807,-0.290,,,Otoko No Ko Harem - Master Please Eat My Ass,89,5.890,5.880,男の娘ハーレム ～ご主人様♪私たちのメス化アナルをお召し上がりくださいませ～,Otoko Orgy at Maid Boy Manor,伪娘后宫,男の娘ハーレムご主人様私たちのメス化アナルをお召し上がりくださいませotokoorgyatmaidboymanor伪娘后宫otokonokoharemmasterpleaseeatmyass,6203
4706,v21255,-2.142,-0.192,-0.286,-0.922,13774.376,1203.486,-0.120,,,,66,5.890,5.880,,VOID,VOID,voidvoidnan,6204
1042,v2842,-1.634,-0.395,-0.635,-1.279,15140.810,1275.287,-0.166,,,Tease Me Maniac!!,40,5.890,5.870,イジめて まにあっく!!,,,イジめてまにあっくteasememaniac,6205
2657,v12426,-2.933,-0.513,-0.748,-1.720,12847.695,464.646,-0.262,,,L'Amour Interdit,45,5.890,5.870,禁断の恋～許されない二人～,Forbidden Love - The Unforgivable Couple,Forbidden Love - The Unforgivable Couple,禁断の恋許されない二人forbiddenlovetheunforgivablecoupleforbiddenlovetheunforgivablecouplelamourinterdit,6206
3340,v15975,-2.078,-0.378,-0.656,-1.525,3390.722,1243.584,-0.220,,,,37,5.890,5.860,ドM男探偵がイク3 アナタの××、剥いてあげる♪,Detective Masochist 3 -The Case of the Naked Truth-,Detective Masochist 3 -The Case of the Naked Truth-,ドm男探偵がイク3アナタの剥いてあげるdetectivemasochist3thecaseofthenakedtruthdetectivemasochist3thecaseofthenakedtruthnan,6207
4313,v19763,-2.473,-0.465,-0.760,-1.716,3835.688,1072.181,-0.260,,,,33,5.890,5.860,なつえっち ～めいといなかのなつやすみ～,,,なつえっちめいといなかのなつやすみnan,6208
3893,v18429,-1.597,-0.320,-0.559,-1.252,4332.144,1157.118,-0.188,,,Yarasete! Teacher Graduate\nやらせてっ！てぃーちゃー 卒業 ～YaraTea Graduation～,34,5.890,5.850,やらせてっ！てぃーちゃー 卒業,,,やらせてってぃーちゃー卒業yaraseteteachergraduatenやらせてってぃーちゃー卒業yarateagraduation,6209
5,v6,-3.181,-0.255,-0.396,-1.211,5078.944,1237.447,-0.154,,,Yuki Hana -Kira-,231,5.880,5.880,雪花 -きら-,Kira -snowdrop-,Kira -snowdrop-,雪花きらkirasnowdropkirasnowdropyukihanakira,6210
2115,v9878,-2.226,-0.180,-0.327,-1.004,6863.796,1298.457,-0.138,,,,142,5.880,5.880,,Heartful Chance~!,Heartful Chance~!,heartfulchanceheartfulchancenan,6211
5145,v22849,-2.476,-0.384,-0.589,-1.418,12066.742,1122.054,-0.202,,,,110,5.880,5.880,,Amorous,Amorous,amorousamorousnan,6212
5373,v24555,-2.398,-0.171,-0.329,-1.144,3465.973,1225.740,-0.138,,,Elf Seeding Farm,221,5.880,5.880,エルフ種付け牧場,Elf Breeding Farm,精灵饲养牧場,エルフ種付け牧場elfbreedingfarm精灵饲养牧場elfseedingfarm,6213
4514,v20463,-1.232,-0.182,-0.325,-0.806,12983.956,1237.743,-0.136,,,,57,5.880,5.870,,My Legacy,My Legacy,mylegacymylegacynan,6214
5281,v23773,-0.905,-0.153,-0.296,-0.699,6246.657,1150.415,-0.099,,,Rondo [PunyuPuri] -School Hentai Animation-\n輪舞曲 ～ぷにゅぷり女子高編～\nRondo ~Punyupuri Joshikouhen~,60,5.880,5.870,輪舞曲◆ぷにゅぷり女子高編◆,,,輪舞曲ぷにゅぷり女子高編rondopunyupurischoolhentaianimationn輪舞曲ぷにゅぷり女子高編nrondopunyupurijoshikouhen,6215
3170,v15079,-1.682,-0.232,-0.489,-1.297,4068.467,1236.198,-0.182,,,,47,5.880,5.860,催眠中毒 ～夫が知らない妻の顔～,,,催眠中毒夫が知らない妻の顔nan,6216
6592,v33725,-1.437,-0.269,-0.418,-0.945,9967.350,1724.842,-0.144,,,,47,5.880,5.860,サクラ･サキュバス５ ～異郷の魅惑～,Sakura Succubus 5,Sakura Succubus 5,サクラサキュバス異郷の魅惑sakurasuccubus5sakurasuccubus5nan,6217
1593,v5949,-1.977,-0.373,-0.635,-1.432,5329.316,1440.399,-0.197,,,The Exquisite Disgrace of Mother by Son - Don't Let Stepfather Have Her!,37,5.880,5.850,息子の淫棒に恥悦する母～ママを義父には渡さない！,,,息子の淫棒に恥悦する母ママを義父には渡さないtheexquisitedisgraceofmotherbysondontletstepfatherhaveher,6218
1742,v7054,-1.676,-0.377,-0.649,-1.355,7291.953,1041.886,-0.205,,,I wanna be your everything\nスノー・ラディッシュ・バケーション!!,37,5.880,5.850,Snowラディッシュバケーション!!,,,snowラディッシュバケーションiwannabeyoureverythingnスノー・ラディッシュ・バケーション,6219
3439,v16402,-2.846,-0.505,-0.819,-1.914,3998.832,1158.774,-0.323,,,,38,5.880,5.850,エッチなお姉さんがホームヘルパーになったら ～巨乳で綺麗なお姉さんがつくしてあげちゃう～,,,エッチなお姉さんがホームヘルパーになったら巨乳で綺麗なお姉さんがつくしてあげちゃうnan,6220
3502,v16612,-1.859,-0.381,-0.620,-1.357,5146.440,1175.093,-0.172,,,,35,5.880,5.850,催眠術を試したら同じマンションの爆乳人妻が俺のモノになった,,,催眠術を試したら同じマンションの爆乳人妻が俺のモノになったnan,6221
3609,v17124,-1.856,-0.274,-0.490,-1.206,8863.334,839.293,-0.201,,,,36,5.880,5.850,,Maid With Perfection,Maid With Perfection,maidwithperfectionmaidwithperfectionnan,6222
6511,v32711,-1.771,-0.324,-0.485,-1.126,13948.044,1576.009,-0.149,,,魔法女王的契约,38,5.880,5.850,,The Oath of The Dark Magic Queen,魔法女王的契约,theoathofthedarkmagicqueen魔法女王的契约魔法女王的契约,6223
6736,v37168,-1.211,-0.208,-0.349,-0.827,12137.985,1862.571,-0.134,,,Kagotori,37,5.880,5.850,プリンセスケージ -ホストと姫と嘘の恋-,,,プリンセスケージホストと姫と嘘の恋kagotori,6224
2191,v10233,-1.422,-0.338,-0.579,-1.186,4981.188,1395.965,-0.181,,,,31,5.880,5.840,りとる天使 ～カナタはみんなのヌキヌキえんじぇる～,,,りとる天使カナタはみんなのヌキヌキえんじぇるnan,6225
2873,v13487,-0.720,-0.151,-0.273,-0.584,6517.318,1127.350,-0.094,,,,35,5.880,5.840,ストッピング!!!3 リアクションもあるよ学園編,,,ストッピング3リアクションもあるよ学園編nan,6226
6080,v29129,-1.292,-0.250,-0.416,-0.955,7872.947,1217.455,-0.150,,,,33,5.880,5.840,,Sakura Knight 3,Sakura Knight 3,sakuraknight3sakuraknight3nan,6227
5032,v22479,-2.766,-0.641,-0.909,-1.871,3592.874,1129.762,-0.322,,,,30,5.880,5.830,ママクラブ四 ～正しい性教育を教えよう～,,,ママクラブ四正しい性教育を教えようnan,6228
1298,v4103,-1.165,-0.088,-0.180,-0.626,4879.558,1421.845,-0.098,,,,97,5.870,5.870,隣人観察,Neighbor Watching,Neighbor Watching,隣人観察neighborwatchingneighborwatchingnan,6229
1652,v6498,-5.288,-0.329,-0.532,-1.896,3971.905,1224.673,-0.209,,,,429,5.870,5.870,,Always Remember Me,Always Remember Me,alwaysremembermealwaysremembermenan,6230
3586,v17008,-4.937,-0.364,-0.583,-1.758,2552.746,1130.230,-0.207,,,,628,5.870,5.870,サクラ・ファンタジー ～千里眼の少女～,Sakura Fantasy,Sakura Fantasy,サクラ・ファンタジー千里眼の少女sakurafantasysakurafantasynan,6231
4468,v20305,-2.628,-0.326,-0.538,-1.438,6225.774,988.737,-0.194,,,Once Upon an All Hallow's Eve,94,5.870,5.870,,Once Upon a Hallow's Eve,Once Upon a Hallow's Eve,onceuponahallowseveonceuponahallowseveonceuponanallhallowseve,6232
5433,v24823,-1.950,-0.261,-0.429,-1.128,5995.907,1238.534,-0.173,,,,92,5.870,5.870,サクラ・MMO２ ～明かされし事実～,Sakura MMO 2,Sakura MMO 2,サクラ・mmo明かされし事実sakurammo2sakurammo2nan,6233
6483,v32484,-2.191,-0.172,-0.342,-1.163,4065.106,1480.086,-0.156,,,,138,5.870,5.870,家をたまり場にするデカパイギャルたちを巨チンでわからせ！ ～メス猿共をハメ回すだけの孕ませハーレム性活！～,Hentai Houseparty: Gyaru Gangbang,辣妹连续中出,家をたまり場にするデカパイギャルたちを巨チンでわからせメス猿共をハメ回すだけの孕ませハーレム性活hentaihousepartygyarugangbang辣妹连续中出nan,6234
1501,v5408,-1.877,-0.153,-0.275,-0.875,9547.996,1656.799,-0.110,,,Red Walls,87,5.870,5.860,,Painted Walls,Painted Walls,paintedwallspaintedwallsredwalls,6235
6365,v31408,-3.239,-0.304,-0.409,-1.252,15092.262,1406.871,-0.131,,,The Slash Thrust Burn Three,69,5.870,5.860,戦国ランス～三匹が斬ったり突いたり燃やしたり -slash!thrust!burn!-,,,戦国ランス三匹が斬ったり突いたり燃やしたりslashthrustburntheslashthrustburnthree,6236
6443,v32076,-1.764,-0.233,-0.422,-1.128,6137.690,1388.909,-0.161,,,,70,5.870,5.860,親友に子種を注がれる俺の妻 ～私、あの人を選びます……,My friend stole my girlfriend ~And I let it happen~,My friend stole my girlfriend ~And I let it happen~,親友に子種を注がれる俺の妻私あの人を選びますmyfriendstolemygirlfriendandiletithappenmyfriendstolemygirlfriendandiletithappennan,6237
3530,v16735,-1.917,-0.365,-0.671,-1.531,3884.015,1068.882,-0.239,,,,43,5.870,5.850,隣人～隣の綺麗なお母さんは好きですか？～,,,隣人隣の綺麗なお母さんは好きですかnan,6238
4295,v19705,-1.216,-0.241,-0.396,-0.877,19377.052,1054.009,-0.143,,,,31,5.870,5.830,,Amber's Magic Shop,Amber's Magic Shop,ambersmagicshopambersmagicshopnan,6239
5523,v25506,-1.048,-0.179,-0.269,-0.642,16866.054,1328.184,-0.119,,,Immoral Sirene - You Don't Know the Depths of Hell\nImmoral Cyrenne,30,5.870,5.830,背徳シレネ - あなたの知らない奈落の底,,,背徳シレネあなたの知らない奈落の底immoralsireneyoudontknowthedepthsofhellnimmoralcyrenne,6240
1181,v3415,-2.686,-0.284,-0.459,-1.314,6855.091,1442.226,-0.172,,,,120,5.860,5.860,Viper-V16,,,viperv16nan,6241
1992,v8436,-3.315,-0.442,-0.741,-1.898,3840.627,1195.616,-0.303,,,Qui a tué Cock Robin\nWho killed the robin?\n谁杀死了知更鸟？\n是誰殺了知更鳥？,111,5.860,5.860,誰が殺したコマドリを,,是谁杀了知更鸟,誰が殺したコマドリを是谁杀了知更鸟quiatucockrobinnwhokilledtherobinn谁杀死了知更鸟n是誰殺了知更鳥,6242
4966,v22195,-2.714,-0.174,-0.266,-0.954,10713.392,1267.355,-0.119,,,,163,5.860,5.860,,How To Date A Magical Girl!,How To Date A Magical Girl!,howtodateamagicalgirlhowtodateamagicalgirlnan,6243
5798,v27276,-3.316,-0.260,-0.482,-1.476,3891.249,1117.526,-0.173,,,,165,5.860,5.860,わびさび,,,わびさびnan,6244
3960,v18706,-1.417,-0.196,-0.286,-0.758,11736.957,1306.109,-0.074,,,,64,5.860,5.850,,Time Tenshi (2015),Time Tenshi (2015),timetenshi2015timetenshi2015nan,6245
1655,v6508,-1.374,-0.304,-0.507,-1.070,8169.113,1424.868,-0.146,,,,47,5.860,5.840,ふたば☆ちゃんねる,,,ふたばちゃんねるnan,6246
2120,v9886,-1.569,-0.297,-0.661,-1.429,8253.354,1365.441,-0.229,,,,51,5.860,5.840,ブルーレッド,,,ブルーレッドnan,6247
2326,v10841,-2.448,-0.338,-0.483,-1.251,12128.289,1296.070,-0.157,,,,59,5.860,5.840,イーストタワー,East Tower,East Tower,イーストタワーeasttowereasttowernan,6248
3688,v17675,-2.768,-0.427,-0.782,-1.965,3082.608,979.496,-0.315,,,,46,5.860,5.840,発情淫母 ～疼く熟体は、その欲情を抑えきれない～,,,発情淫母疼く熟体はその欲情を抑えきれないnan,6249
2079,v9588,-2.313,-0.390,-0.670,-1.613,3677.683,1348.819,-0.256,,,,35,5.860,5.830,エロゲーしようよっ！,,,エロゲーしようよっnan,6250
6041,v28855,-2.183,-0.466,-0.694,-1.456,18169.020,1426.197,-0.227,,,,32,5.860,5.830,,Werewolf: The Apocalypse - Heart of the Forest,Werewolf: The Apocalypse - Heart of the Forest,werewolftheapocalypseheartoftheforestwerewolftheapocalypseheartoftheforestnan,6251
6356,v31323,-1.698,-0.158,-0.250,-0.797,25257.607,1603.171,-0.141,,,,43,5.860,5.830,,Dagon,Dagon,dagondagonnan,6252
4389,v20029,-1.410,-0.346,-0.582,-1.163,7412.725,1073.546,-0.146,,,,37,5.860,5.820,女体淫換 ～移り変わる恥辱的好奇心～,My Body Your Body,My Body Your Body,女体淫換移り変わる恥辱的好奇心mybodyyourbodymybodyyourbodynan,6253
2080,v9621,-2.024,-0.271,-0.392,-1.028,8502.207,1395.898,-0.135,,,Lilipalace -Lust Demon Den-,78,5.850,5.840,Lilipalace -淫魔の巣窟-,Lilipalace,Lilipalace,lilipalace淫魔の巣窟lilipalacelilipalacelilipalacelustdemonden,6254
3528,v16721,-2.079,-0.313,-0.523,-1.316,4664.615,1351.301,-0.193,,,,53,5.850,5.830,魔法少女の兄 ～下手な嘘と不良少年～,,魔法少女的哥哥～拙劣谎言和不良少年～,魔法少女の兄下手な嘘と不良少年魔法少女的哥哥拙劣谎言和不良少年nan,6255
5929,v28275,-1.277,-0.157,-0.246,-0.693,11666.855,1218.359,-0.106,,,,54,5.850,5.830,,Enamored Risks,Enamored Risks,enamoredrisksenamoredrisksnan,6256
6317,v31042,-3.002,-0.485,-0.822,-1.992,4031.090,1222.781,-0.320,,,,40,5.850,5.830,みがわり彼女 ～私、親友を守るためにビッチなギャルになりますっ！～,,,みがわり彼女私親友を守るためにビッチなギャルになりますっnan,6257
4873,v21862,-1.461,-0.222,-0.455,-1.114,9754.882,897.367,-0.166,,,Natsuhana no Kiseki\n向着薰衣草飞舞的方向,42,5.850,5.820,,Trajectory of summer flower,夏花的轨迹——A summer promise to forever,trajectoryofsummerflower夏花的轨迹asummerpromisetoforevernatsuhananokisekin向着薰衣草飞舞的方向,6258
2224,v10384,-1.132,-0.170,-0.244,-0.595,12981.723,1166.961,-0.083,,,,32,5.850,5.810,,Trapped,Trapped,trappedtrappednan,6259
3456,v16449,-2.220,-0.364,-0.504,-1.181,15766.816,1064.202,-0.189,,,,34,5.850,5.810,,Dysfunctional Systems Episode 0: Orientation,Dysfunctional Systems Episode 0: Orientation,dysfunctionalsystemsepisode0orientationdysfunctionalsystemsepisode0orientationnan,6260
5341,v24343,-2.100,-0.333,-0.640,-1.579,4183.169,1059.535,-0.249,,,,34,5.850,5.810,熟した果実たち～ママ隷奴・完全版～,,,熟した果実たちママ隷奴・完全版nan,6261
