idx,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,votes,avg,std,vid,collection,l1,l2,l3,l4,l5
4232,1,1,2,1,5,6,20,7,2,2,47,6.553,1.796,v19536,469,20,60,19,11,288
4233,0,1,1,2,1,4,3,8,6,4,30,7.367,2.089,v19543,588,33,64,26,6,344
4234,0,0,1,5,6,14,16,4,2,3,51,6.451,1.551,v19544,10059,803,3181,730,256,4618
4235,5,2,3,6,12,38,59,148,101,120,494,8.170,1.668,v19545,2662,136,213,113,26,1885
4236,0,1,1,2,3,6,6,2,4,1,26,6.462,1.926,v19546,482,17,40,24,8,320
4237,0,0,0,3,10,7,14,8,5,4,51,6.882,1.641,v19548,2006,117,581,94,83,930
4238,0,1,3,8,7,10,6,5,3,1,44,5.841,1.846,v19549,676,28,64,33,13,447
4239,0,0,1,18,12,28,12,4,2,1,78,5.731,1.384,v19554,625,20,58,29,9,406
4240,3,11,6,20,14,20,11,4,2,1,92,4.891,1.942,v19558,521,22,69,24,13,310
4241,2,0,1,3,3,14,22,11,5,2,63,6.714,1.713,v19559,2583,78,312,93,22,1786
4242,2,1,2,2,11,17,29,18,5,11,98,6.908,1.874,v19560,1163,59,113,54,12,798
4243,0,0,1,1,5,11,17,9,5,3,52,7.000,1.468,v19564,405,24,27,19,9,255
4244,11,5,17,18,33,48,53,23,15,15,238,6.038,2.182,v19570,432,16,31,22,10,279
4245,1,0,0,3,5,10,20,5,4,2,50,6.680,1.593,v19574,451,16,34,22,9,300
4246,0,0,0,1,2,9,13,12,2,2,41,7.146,1.241,v19579,627,32,78,32,6,405
4247,1,0,0,5,4,11,28,26,13,9,97,7.402,1.610,v19583,635,31,51,31,12,396
4248,1,3,0,0,5,9,24,13,6,3,64,6.906,1.783,v19584,634,55,79,27,20,367
4249,1,5,5,14,12,39,89,145,60,43,413,7.576,1.624,v19587,740,42,58,31,13,500
4250,0,1,1,1,1,11,21,30,6,2,74,7.311,1.325,v19592,888,34,109,33,16,564
4251,3,5,1,2,7,10,6,4,0,1,39,5.205,2.221,v19593,6032,365,1738,300,99,3115
4252,1,0,1,7,5,21,24,28,15,5,107,7.103,1.640,v19595,1373,83,149,69,19,897
4253,0,0,0,2,0,6,16,11,6,2,43,7.395,1.278,v19598,700,43,70,21,9,446
4254,2,1,0,2,4,9,26,16,13,10,83,7.386,1.855,v19600,1444,82,173,68,30,950
4255,1,0,0,3,4,23,34,33,6,1,105,7.019,1.265,v19604,1319,61,152,58,16,873
4256,1,0,0,1,5,7,14,15,5,1,49,7.041,1.538,v19605,2749,205,664,135,79,1384
4257,1,0,2,3,6,9,11,7,4,2,45,6.489,1.869,v19607,1119,44,140,58,26,715
4258,4,1,6,11,13,17,21,11,13,6,103,6.282,2.196,v19608,4886,424,1394,348,241,2191
4259,0,0,0,3,4,14,25,30,6,1,83,7.169,1.190,v19609,6165,432,1530,377,214,3207
4260,3,0,1,3,15,34,47,27,8,12,150,6.893,1.654,v19611,463,18,55,21,8,292
4261,0,0,0,3,6,24,37,28,13,9,120,7.300,1.370,v19612,617,21,62,31,9,409
4262,0,0,0,2,3,5,6,3,2,2,23,6.826,1.659,v19614,607,33,61,33,10,370
4263,4,3,9,21,33,62,65,35,4,6,242,6.153,1.673,v19616,884,42,102,48,23,553
4264,1,1,1,3,5,17,19,15,11,7,80,7.088,1.811,v19620,3165,130,1038,136,22,1543
4265,0,0,2,2,1,8,13,9,7,5,47,7.298,1.725,v19623,1527,91,430,53,36,716
4266,1,4,3,2,7,9,12,3,1,0,42,5.524,1.918,v19626,999,44,174,53,25,568
4267,0,1,3,4,10,23,31,31,10,6,119,6.975,1.580,v19627,422,15,40,20,6,270
4268,0,1,0,1,4,11,10,11,3,5,46,7.109,1.671,v19628,1079,39,128,49,16,711
4269,0,6,0,0,6,8,12,6,0,0,38,5.842,1.899,v19632,4671,243,2673,179,85,1115
4270,2,3,4,9,33,77,101,61,52,36,378,7.159,1.694,v19634,1422,45,204,48,18,934
4271,9,13,32,40,54,91,124,122,52,27,564,6.541,2.011,v19644,3026,255,999,167,71,1240
4272,0,1,1,2,10,6,8,4,4,3,39,6.487,1.906,v19646,3907,374,879,244,138,1928
4273,0,0,0,1,7,12,10,4,3,3,40,6.750,1.496,v19649,3328,181,610,186,65,2011
4274,1,0,1,0,5,8,9,5,2,1,32,6.500,1.714,v19651,661,44,72,33,15,396
4275,3,2,1,4,11,12,11,8,7,4,63,6.302,2.208,v19652,742,42,65,34,11,486
4276,2,1,6,5,12,38,86,144,68,55,417,7.784,1.532,v19654,3310,153,546,157,61,2042
4277,1,0,2,2,6,7,7,5,2,3,35,6.400,2.031,v19656,1483,106,364,69,39,685
4278,0,1,4,8,15,49,75,130,65,45,392,7.691,1.496,v19658,322,12,23,13,6,216
4279,0,1,0,0,2,7,6,10,3,0,29,7.000,1.462,v19659,451,22,36,24,12,281
4280,2,0,2,6,9,29,18,26,15,12,119,7.059,1.871,v19661,544,29,67,28,12,320
4281,1,0,3,2,1,15,26,18,31,10,107,7.645,1.698,v19662,2651,167,232,159,55,1729
4282,1,0,1,0,3,10,10,4,4,0,33,6.576,1.634,v19663,385,27,47,22,5,203
4283,0,0,0,2,5,9,10,5,4,1,36,6.750,1.441,v19665,626,23,64,30,11,418
4284,0,0,3,11,12,15,31,14,3,0,89,6.281,1.461,v19673,599,24,61,18,9,387
4285,5,9,9,12,8,14,9,0,1,1,68,4.471,2.033,v19676,1783,85,216,97,26,1174
4286,1,1,2,6,2,15,8,12,5,2,54,6.481,1.951,v19681,624,29,61,26,5,397
4287,0,0,1,0,1,6,10,7,2,7,34,7.588,1.647,v19682,468,21,33,28,10,303
4288,0,3,1,3,4,8,26,47,22,10,124,7.621,1.604,v19684,692,39,78,39,9,437
4289,1,0,4,2,7,17,25,31,11,4,102,7.059,1.638,v19686,431,21,35,29,7,271
4290,0,1,0,8,5,21,35,31,19,4,124,7.169,1.496,v19687,1252,81,271,60,10,694
4291,1,1,0,1,3,7,6,5,2,2,28,6.571,2.025,v19688,761,38,65,40,9,520
4292,3,1,1,4,6,15,15,11,3,3,62,6.355,2.001,v19693,2146,94,220,100,26,1462
4293,0,0,2,1,7,5,6,11,2,4,38,6.921,1.841,v19695,1059,61,113,49,17,699
4294,0,1,0,3,5,7,20,14,4,3,57,7.000,1.545,v19701,910,53,115,48,16,570
4295,0,2,3,1,4,6,6,3,3,1,29,6.069,2.100,v19705,5182,320,1449,250,157,2545
4296,0,1,0,0,1,8,3,12,3,1,29,7.207,1.540,v19707,721,51,75,38,9,439
4297,2,0,0,5,5,13,18,16,7,2,68,6.794,1.754,v19712,1044,33,156,60,16,651
4298,1,1,1,3,6,16,33,25,10,3,99,7.020,1.544,v19713,229,13,53,6,4,109
4299,0,0,1,4,4,8,13,13,6,7,56,7.250,1.755,v19714,1080,74,85,53,15,733
4300,0,1,1,1,4,8,7,2,2,0,26,6.154,1.586,v19715,452,29,52,19,8,285
4301,1,1,0,1,5,8,15,12,2,2,47,6.787,1.688,v19716,723,51,78,36,10,420
4302,0,3,0,3,2,6,15,16,2,5,52,7.019,1.886,v19719,323,19,29,11,5,198
4303,2,0,1,2,3,10,18,9,3,5,53,6.849,1.907,v19721,1047,76,126,51,14,643
4304,1,0,0,0,0,7,21,23,4,3,59,7.458,1.280,v19725,5900,350,1796,288,108,2862
4305,0,0,0,1,5,9,31,41,24,17,128,7.922,1.309,v19726,691,39,169,26,8,328
4306,1,0,3,4,7,14,34,27,8,7,105,7.057,1.644,v19735,922,27,125,33,9,583
4307,0,0,1,0,9,14,31,48,26,3,132,7.553,1.245,v19737,1728,80,196,74,21,1148
4308,0,0,0,2,7,11,8,8,6,4,46,7.022,1.648,v19740,466,38,104,37,6,209
4309,0,1,0,2,3,11,8,15,7,0,47,7.021,1.523,v19743,10914,939,4820,667,276,3555
4310,0,1,1,5,4,7,13,3,3,3,40,6.475,1.871,v19744,954,46,114,50,24,584
4311,3,2,5,18,19,43,36,16,8,8,158,6.196,1.843,v19751,2746,114,890,106,19,1356
4312,2,9,19,33,69,116,58,41,16,8,371,5.952,1.690,v19755,991,63,124,48,17,591
4313,1,0,2,5,4,7,10,3,0,0,32,5.719,1.644,v19763,2346,145,552,118,43,1119
4314,4,12,21,33,35,61,38,29,18,9,260,5.823,2.057,v19765,5998,579,1551,358,220,2831
4315,0,1,1,3,1,10,7,4,2,0,29,6.241,1.633,v19768,558,26,47,26,20,351
4316,3,2,6,21,61,132,240,208,59,35,767,7.081,1.432,v19769,543,43,62,26,11,318
4317,1,0,1,1,5,0,9,14,8,2,41,7.317,1.854,v19770,2870,236,470,168,151,1574
4318,2,0,3,4,3,16,15,15,6,9,73,6.945,2.040,v19771,1171,47,138,57,30,735
4319,6,9,12,39,44,76,64,26,16,10,302,5.934,1.885,v19773,1902,134,152,89,42,1188
4320,0,0,1,3,6,12,13,6,2,1,44,6.455,1.421,v19790,1344,64,154,55,15,826
4321,0,0,1,3,4,10,22,22,11,3,76,7.290,1.431,v19792,849,51,124,41,8,482
4322,1,0,0,3,4,6,21,45,32,28,140,8.171,1.507,v19810,791,48,100,41,10,450
4323,0,0,1,9,5,11,8,6,3,1,44,6.159,1.678,v19814,1958,160,315,102,53,1030
4324,0,1,0,6,0,5,5,12,3,1,33,6.788,1.871,v19817,289,17,41,16,5,147
4325,0,0,2,3,2,5,19,26,18,17,92,7.946,1.618,v19818,351,14,73,17,3,191
4326,5,4,2,10,5,20,26,22,14,13,121,6.760,2.282,v19824,21994,2445,8704,2391,663,6533
4327,4,6,4,8,12,12,5,4,2,0,57,4.860,2.056,v19826,19805,1695,7782,1348,404,7647
4328,11,17,31,95,214,677,1314,1099,301,135,3894,7.113,1.357,v19829,19439,1811,9477,1479,436,5269
4329,3,3,2,11,14,38,71,72,52,49,315,7.581,1.802,v19830,6407,376,2648,440,184,2284
4330,3,2,2,3,14,23,19,46,21,9,142,7.134,1.885,v19831,9321,681,3558,639,637,3276
4331,0,1,0,1,5,7,7,1,2,1,25,6.320,1.642,v19834,16678,867,7580,967,387,5860
4332,2,8,6,11,1,6,6,1,3,1,45,4.622,2.331,v19837,2215,85,352,67,30,1452
4333,1,1,4,4,7,9,4,0,0,0,30,4.933,1.526,v19839,779,21,44,26,9,554
4334,3,1,3,4,12,33,78,203,122,70,529,8.045,1.403,v19841,3158,249,428,188,88,1917
4335,1,0,0,2,5,16,12,2,1,2,41,6.317,1.521,v19842,9560,636,3494,676,216,3874
4336,8,8,12,22,22,77,178,256,121,69,773,7.494,1.693,v19843,13808,521,7998,482,122,3851
4337,1,0,0,2,7,9,12,8,2,2,43,6.605,1.659,v19845,2809,71,368,53,23,1978
4338,0,0,0,2,3,10,11,14,2,0,42,6.905,1.211,v19846,14382,689,6153,707,311,5661
4339,0,0,3,0,0,8,5,19,3,4,42,7.405,1.663,v19848,12421,662,4073,792,487,5637
4340,0,8,6,13,25,48,88,91,34,14,327,7.000,1.672,v19850,1043,43,183,37,29,608
4341,0,0,0,3,5,6,6,8,1,1,30,6.600,1.519,v19851,463,18,54,25,10,277
4342,1,2,1,0,3,8,11,6,9,3,44,6.977,2.083,v19856,1181,54,154,54,25,741
4343,0,0,3,3,3,11,26,17,8,17,88,7.523,1.771,v19857,9170,612,2261,690,246,4729
4344,0,0,1,2,2,6,16,15,4,1,47,7.128,1.362,v19861,17929,866,10138,599,187,5203
4345,0,1,2,2,1,11,12,8,8,13,58,7.535,1.993,v19863,18593,1211,10318,856,265,5111
4346,0,1,2,3,6,12,14,3,3,0,44,6.159,1.537,v19872,30170,1144,20527,867,459,5948
4347,1,5,0,8,10,33,29,20,4,4,114,6.404,1.720,v19878,2537,153,431,146,73,1431
4348,0,1,2,2,3,5,13,13,6,3,48,7.083,1.801,v19881,1183,35,113,46,17,805
4349,1,0,0,2,1,5,1,5,4,3,22,7.136,2.242,v19889,3970,147,266,173,53,2941
4350,0,1,0,2,7,7,4,5,4,3,33,6.697,1.930,v19902,4546,228,1268,243,153,2164
4351,3,12,15,21,34,44,34,6,3,4,176,5.358,1.841,v19903,499,18,38,18,8,327
4352,0,3,9,6,9,23,37,18,8,0,113,6.327,1.711,v19904,5286,247,1091,295,145,3053
4353,0,0,0,1,4,18,21,30,13,9,96,7.562,1.353,v19905,22143,1494,10915,1340,578,6938
4354,1,2,1,5,5,18,23,23,20,15,113,7.398,1.893,v19908,4180,255,1154,270,219,1846
4355,3,1,2,13,23,78,169,277,132,64,762,7.707,1.380,v19912,5811,334,2063,341,189,2339
4356,6,21,28,40,41,46,32,9,2,6,231,4.965,1.945,v19914,859,21,65,27,12,578
4357,1,0,0,5,3,14,16,9,11,9,68,7.250,1.866,v19925,371,11,25,18,5,243
4358,0,0,1,0,4,8,20,24,17,3,77,7.610,1.301,v19926,470,17,29,22,5,322
4359,0,0,1,2,2,7,10,8,3,3,36,7.056,1.632,v19929,767,27,73,30,14,497
4360,2,1,0,1,7,20,10,10,1,2,54,6.333,1.732,v19937,378,13,56,11,10,211
4361,1,0,0,3,2,10,14,4,3,2,39,6.667,1.685,v19938,2446,109,287,123,42,1632
4362,0,3,2,9,9,27,28,11,5,8,102,6.510,1.797,v19944,12750,757,5809,785,429,4322
4363,0,1,3,6,3,8,9,7,6,2,45,6.467,2.018,v19950,1638,55,209,72,20,1063
4364,1,1,3,10,42,65,86,41,10,1,260,6.469,1.314,v19951,1029,42,482,58,13,306
4365,2,2,3,8,11,26,25,20,8,4,109,6.468,1.840,v19953,2197,167,717,165,45,892
4366,0,1,2,6,4,16,27,21,14,7,98,7.153,1.692,v19955,4624,256,1052,238,108,2552
4367,2,2,4,3,11,5,6,2,1,3,39,5.436,2.262,v19959,5595,322,1420,337,134,2907
4368,1,1,0,2,4,8,14,3,0,2,35,6.314,1.753,v19963,558,23,56,20,2,366
4369,0,0,2,5,14,62,90,168,48,28,417,7.564,1.272,v19964,602,19,44,19,10,390
4370,1,1,1,1,5,21,30,43,18,6,127,7.378,1.479,v19974,657,17,47,24,7,452
4371,1,0,0,2,4,10,11,10,1,1,40,6.625,1.560,v19981,3353,167,445,157,52,2247
4372,3,1,1,5,7,17,28,42,15,18,137,7.387,1.877,v19982,10370,726,4620,697,376,3169
4373,0,0,1,5,7,13,16,8,2,0,52,6.346,1.357,v19983,801,25,78,33,13,493
4374,2,0,1,6,6,6,6,3,1,0,31,5.484,1.864,v19986,0,0,0,0,0,0
4375,10,1,1,10,17,32,105,314,472,376,1338,8.660,1.364,v19987,0,0,0,0,0,0
4376,2,6,14,13,36,65,85,72,44,14,351,6.795,1.795,v19988,11198,946,2863,890,361,5582
4377,6,3,5,8,22,69,101,144,61,16,435,7.244,1.595,v19989,862,17,84,26,7,598
4378,1,2,5,3,4,7,20,13,3,3,61,6.475,2.029,v19990,857,27,41,22,9,610
4379,0,0,0,4,3,2,10,13,4,1,37,7.108,1.538,v19996,976,35,103,39,12,653
4380,0,0,1,5,7,17,30,54,14,5,133,7.353,1.356,v20002,3078,180,584,175,114,1742
4381,1,0,2,2,3,24,39,34,19,16,140,7.500,1.561,v20003,4321,196,966,220,115,2445
4382,11,14,20,27,35,28,19,4,4,5,167,4.796,2.092,v20006,3215,64,185,111,27,2513
4383,3,9,10,15,22,42,25,18,4,2,150,5.653,1.894,v20011,5200,280,1115,275,127,2945
4384,0,0,1,2,3,12,12,1,3,6,40,6.925,1.766,v20012,336,12,52,12,4,182
4385,1,0,1,1,7,9,12,15,9,6,61,7.246,1.808,v20013,909,31,55,43,20,639
4386,7,19,27,46,51,67,56,28,11,8,320,5.506,1.995,v20016,17470,1291,7406,1009,346,6658
4387,1,0,3,2,4,13,7,7,2,1,40,6.225,1.810,v20022,2950,152,427,119,44,1902
4388,4,12,13,32,60,140,169,120,48,34,632,6.725,1.729,v20027,2702,98,248,97,24,1900
4389,1,1,1,5,1,7,7,1,0,1,25,5.600,1.939,v20029,2616,140,1296,80,44,822
4390,2,2,4,8,23,52,96,196,180,116,679,8.096,1.509,v20032,5093,360,1173,228,97,2766
4391,5,6,4,7,11,17,23,15,9,9,106,6.283,2.370,v20043,1945,91,903,61,18,674
4392,0,0,0,7,10,13,20,16,10,9,85,7.106,1.722,v20047,26494,2604,15569,2261,983,4129
4393,1,3,2,1,2,6,5,8,5,1,34,6.382,2.364,v20053,307,9,32,12,4,180
4394,1,5,1,3,7,31,48,34,16,10,156,7.045,1.700,v20062,4633,289,898,290,102,2664
4395,0,0,1,7,7,23,9,4,1,1,53,6.000,1.332,v20063,1308,41,140,48,21,822
4396,0,2,1,1,3,9,10,5,6,0,37,6.595,1.793,v20064,965,20,53,23,6,720
4397,0,4,4,11,7,8,2,1,0,2,39,4.846,1.875,v20066,1236,36,172,45,26,794
4398,0,0,2,7,13,27,28,10,2,3,92,6.359,1.403,v20067,4377,112,450,150,29,3179
4399,2,0,3,3,5,6,5,14,1,5,44,6.591,2.280,v20069,18891,1782,7620,1300,440,7008
4400,1,0,0,2,3,8,7,14,4,1,40,6.975,1.681,v20070,458,21,31,25,6,309
4401,0,1,0,1,2,5,11,10,5,2,37,7.243,1.584,v20071,2789,149,507,190,58,1643
4402,0,0,0,2,1,4,5,9,9,8,38,8.026,1.646,v20072,0,0,0,0,0,0
4403,2,3,5,7,16,21,13,1,1,1,70,5.357,1.691,v20075,7412,531,1623,483,149,4139
4404,0,0,0,3,2,2,4,7,7,6,31,7.774,1.861,v20077,2313,122,273,115,45,1499
4405,0,0,1,0,3,7,7,6,4,2,30,7.100,1.578,v20079,0,0,0,0,0,0
4406,7,9,11,24,35,25,17,5,4,5,142,5.099,2.033,v20088,2070,54,167,60,15,1514
4407,0,5,6,8,11,31,29,7,6,9,112,6.286,1.943,v20089,1194,61,75,55,21,843
4408,2,0,2,0,1,6,10,5,5,6,37,7.135,2.280,v20095,758,25,52,22,9,551
4409,2,2,0,2,1,8,12,9,7,7,50,7.120,2.242,v20104,0,0,0,0,0,0
4410,0,1,0,3,2,4,18,17,6,4,55,7.346,1.563,v20105,12483,959,5043,753,327,4778
4411,2,0,0,1,2,15,34,23,8,15,100,7.500,1.640,v20106,1303,39,219,54,14,827
4412,0,1,0,6,4,9,9,4,3,0,36,6.167,1.625,v20115,26871,2282,14515,1803,364,6837
4413,0,1,1,2,9,16,30,32,10,14,115,7.391,1.592,v20117,13943,1096,4304,640,225,6823
4414,2,1,1,2,5,6,15,9,2,1,44,6.386,1.945,v20122,2442,97,266,107,24,1629
4415,3,5,5,8,7,5,2,0,0,0,35,3.971,1.665,v20124,22332,2087,8997,1234,493,8654
4416,0,3,1,3,7,7,11,10,1,1,44,6.227,1.845,v20132,255,14,41,13,4,127
4417,1,1,3,7,12,24,17,14,4,6,89,6.416,1.829,v20136,10801,634,2218,554,89,6653
4418,0,1,1,1,4,10,17,25,14,2,75,7.387,1.478,v20139,2005,80,307,83,29,1256
4419,1,0,0,2,7,6,5,2,3,3,29,6.483,2.045,v20140,10716,1242,3739,988,516,3715
4420,10,13,11,21,29,78,96,96,48,40,442,6.873,2.065,v20144,1619,98,408,57,28,764
4421,0,2,3,19,24,90,197,192,36,21,584,7.188,1.282,v20148,5459,313,1229,244,74,3177
4422,0,1,1,1,2,13,10,3,5,4,40,6.900,1.800,v20159,1171,25,135,43,12,766
4423,3,1,2,4,21,27,57,87,60,58,320,7.841,1.709,v20161,2583,78,312,93,22,1786
4424,0,5,3,11,31,43,72,41,9,5,220,6.541,1.530,v20164,888,34,109,33,16,564
4425,0,2,2,3,3,11,5,0,2,0,28,5.571,1.720,v20165,4810,207,1671,225,133,2048
4426,3,0,2,5,21,30,34,14,7,4,120,6.392,1.665,v20167,21994,2445,8704,2391,663,6533
4427,0,0,0,2,2,7,8,24,7,2,52,7.519,1.308,v20168,19805,1695,7782,1348,404,7647
4428,2,4,3,8,12,16,22,9,1,3,80,5.900,1.934,v20169,6407,376,2648,440,184,2284
4429,0,2,2,2,7,15,39,62,23,22,174,7.695,1.537,v20170,9321,681,3558,639,637,3276
4430,0,0,1,4,8,13,5,5,3,0,39,6.128,1.471,v20171,2215,85,352,67,30,1452
4431,0,1,0,8,7,26,30,20,9,8,109,6.936,1.599,v20172,3879,167,1374,174,80,1588
4432,0,1,0,1,3,8,9,2,7,3,34,7.088,1.805,v20173,995,31,131,56,30,582
4433,0,1,4,3,4,15,14,8,2,3,54,6.407,1.780,v20177,9560,636,3494,676,216,3874
4434,0,0,1,1,0,12,14,6,0,0,34,6.618,1.058,v20179,13808,521,7998,482,122,3851
4435,0,0,1,4,2,6,9,4,1,0,27,6.259,1.481,v20186,7666,465,2257,478,155,3791
4436,0,0,0,5,10,23,36,16,4,1,95,6.674,1.209,v20189,6966,348,1969,368,142,3561
4437,1,3,8,6,14,20,38,14,6,4,114,6.290,1.839,v20191,1028,23,494,18,22,293
4438,1,4,5,7,4,7,1,0,0,0,29,4.172,1.555,v20193,178,5,56,6,3,47
4439,4,6,9,24,44,134,263,171,58,20,733,6.949,1.452,v20194,1322,70,400,66,68,481
4440,0,0,1,8,10,37,85,111,33,11,296,7.422,1.239,v20196,207,8,76,8,5,61
4441,1,0,1,1,1,8,14,6,6,4,42,7.167,1.812,v20198,404,13,39,16,16,202
4442,0,0,1,4,4,12,6,1,0,0,28,5.750,1.153,v20201,220,9,76,8,8,61
4443,6,11,12,17,35,15,20,1,2,5,124,4.944,2.049,v20202,209,4,54,2,4,95
4444,1,0,3,5,10,22,35,21,2,3,102,6.598,1.503,v20204,12750,757,5809,785,429,4322
4445,1,0,0,1,4,10,15,12,4,4,51,7.098,1.624,v20214,17470,1291,7406,1009,346,6658
4446,0,0,1,2,5,6,19,19,6,8,66,7.439,1.568,v20218,850,29,181,19,5,515
4447,0,1,1,2,2,4,12,7,2,2,33,6.818,1.766,v20220,4377,112,450,150,29,3179
4448,1,1,1,3,4,8,7,2,1,1,29,5.862,1.907,v20222,21994,2445,8704,2391,663,6533
4449,0,0,1,0,2,9,9,3,1,1,26,6.654,1.329,v20223,19805,1695,7782,1348,404,7647
4450,0,0,0,0,0,6,10,11,3,6,36,7.806,1.287,v20226,19439,1811,9477,1479,436,5269
4451,0,0,3,3,4,12,32,24,9,3,90,7.111,1.449,v20227,855,17,355,13,13,339
4452,4,1,5,22,52,145,423,595,266,151,1664,7.731,1.327,v20228,11623,570,6379,588,186,3144
4453,6,2,8,21,51,101,125,86,15,17,432,6.590,1.606,v20232,29585,3529,15991,2027,646,6113
4454,1,0,1,1,5,10,21,9,2,3,53,6.793,1.582,v20243,9321,681,3558,639,637,3276
4455,0,2,0,4,5,12,14,9,5,5,56,6.821,1.843,v20250,1609,50,172,60,24,1095
4456,1,2,2,9,9,20,28,18,4,1,94,6.362,1.662,v20251,13808,521,7998,482,122,3851
4457,1,0,0,5,5,15,30,46,10,9,121,7.388,1.479,v20256,1183,35,113,46,17,805
4458,0,0,1,0,2,10,11,18,1,3,46,7.239,1.322,v20257,3588,278,1646,201,78,1066
4459,1,0,0,3,1,9,11,13,5,5,48,7.250,1.774,v20261,0,0,0,0,0,0
4460,1,0,0,6,7,21,28,47,22,9,141,7.418,1.531,v20264,302,7,104,9,10,101
4461,3,1,2,1,6,8,4,5,0,1,31,5.516,2.212,v20273,371,11,25,18,5,243
4462,0,2,1,7,13,11,10,7,4,0,55,5.964,1.684,v20276,0,0,0,0,0,0
4463,1,0,0,2,5,15,45,33,16,17,134,7.590,1.477,v20277,12750,757,5809,785,429,4322
4464,1,0,4,1,1,10,7,2,2,2,30,6.167,2.083,v20285,0,0,0,0,0,0
4465,0,1,2,3,4,10,3,3,1,0,27,5.704,1.629,v20286,0,0,0,0,0,0
4466,0,1,0,2,6,13,34,23,8,7,94,7.255,1.429,v20292,993,55,101,30,12,623
4467,0,1,2,3,4,10,11,7,4,1,43,6.488,1.744,v20297,0,0,0,0,0,0
4468,3,3,1,10,16,20,23,9,2,2,89,5.876,1.823,v20305,0,0,0,0,0,0
4469,1,0,0,2,4,8,19,24,8,5,71,7.380,1.542,v20314,0,0,0,0,0,0
4470,0,0,1,2,9,24,44,37,19,3,139,7.230,1.277,v20315,2332,133,420,126,78,1303
4471,0,0,1,4,8,8,1,0,2,1,25,5.680,1.618,v20317,0,0,0,0,0,0
4472,1,0,0,0,6,11,16,23,10,10,77,7.571,1.607,v20319,1504,92,176,70,31,964
4473,0,0,2,1,1,6,12,4,3,0,29,6.690,1.488,v20325,0,0,0,0,0,0
4474,6,7,18,38,50,181,305,477,173,79,1334,7.391,1.519,v20330,1650,61,148,84,17,1135
4475,1,5,14,18,37,83,50,22,8,6,244,6.008,1.627,v20337,0,0,0,0,0,0
4476,1,0,3,0,5,12,21,18,4,2,66,6.879,1.591,v20339,1376,43,185,42,20,952
4477,2,0,0,1,2,5,13,9,6,2,40,7.075,1.903,v20340,0,0,0,0,0,0
4478,0,1,0,1,1,4,6,5,2,2,22,7.045,1.821,v20341,0,0,0,0,0,0
4479,1,3,7,7,9,15,12,7,1,4,66,5.758,2.067,v20347,1915,112,229,91,27,1204
4480,3,7,8,11,8,15,5,1,2,0,60,4.600,1.917,v20348,364,20,44,21,4,226
4481,0,0,0,1,4,14,12,5,5,3,44,6.977,1.438,v20353,0,0,0,0,0,0
4482,0,1,0,0,4,5,6,3,2,0,21,6.476,1.562,v20354,1128,27,82,50,15,791
4483,3,2,4,5,19,26,33,34,17,26,169,7.136,2.038,v20357,0,0,0,0,0,0
4484,1,1,0,1,0,10,12,13,5,2,45,7.111,1.703,v20361,0,0,0,0,0,0
4485,0,1,0,1,3,6,11,11,4,4,41,7.268,1.653,v20363,892,23,64,46,10,621
4486,1,0,0,4,4,23,14,13,8,3,70,6.843,1.609,v20364,0,0,0,0,0,0
4487,0,0,1,4,2,9,9,7,4,8,44,7.227,1.917,v20365,0,0,0,0,0,0
4488,0,2,1,2,9,26,37,53,46,43,219,7.959,1.611,v20367,0,0,0,0,0,0
4489,0,1,1,2,4,11,8,5,6,3,41,6.805,1.851,v20368,0,0,0,0,0,0
4490,0,1,0,2,4,10,25,23,18,5,88,7.511,1.454,v20369,0,0,0,0,0,0
4491,0,0,0,0,5,11,11,2,1,3,33,6.758,1.371,v20370,346,11,29,14,4,212
4492,0,0,2,3,9,9,9,7,1,2,42,6.309,1.640,v20375,0,0,0,0,0,0
4493,7,1,9,28,39,81,97,82,34,28,406,6.773,1.830,v20378,0,0,0,0,0,0
4494,1,1,3,2,4,6,9,5,0,2,33,6.030,2.067,v20379,1353,37,73,55,14,1035
4495,0,0,0,3,8,13,7,3,3,1,38,6.316,1.435,v20386,1932,70,326,81,52,1162
4496,0,1,1,2,3,8,8,5,2,2,32,6.562,1.802,v20389,449,19,29,17,4,301
4497,2,0,0,4,10,18,39,48,49,33,203,7.902,1.634,v20406,495,28,37,20,12,305
4498,1,0,1,2,3,11,17,6,4,1,46,6.652,1.605,v20411,0,0,0,0,0,0
4499,1,1,1,4,13,21,31,46,22,9,149,7.289,1.615,v20416,386,18,41,14,5,250
4500,4,0,5,10,18,64,136,262,128,49,676,7.726,1.391,v20418,18891,1782,7620,1300,440,7008
4501,13,9,21,31,69,173,380,1069,1016,1026,3807,8.463,1.448,v20424,4420,403,868,388,232,2244
4502,2,1,1,5,6,12,7,10,2,1,47,6.085,1.966,v20428,0,0,0,0,0,0
4503,0,0,2,2,4,11,21,30,13,13,96,7.646,1.568,v20429,1818,89,127,86,35,1183
4504,1,0,1,1,1,6,10,4,1,0,25,6.400,1.673,v20430,232,3,116,4,5,56
4505,9,8,11,18,21,29,35,101,148,392,772,8.697,1.962,v20431,643,27,64,27,14,387
4506,0,1,1,1,5,18,16,14,8,1,65,6.892,1.479,v20432,2789,149,507,190,58,1643
4507,7,12,29,53,83,226,279,123,36,20,868,6.408,1.590,v20433,421,14,32,21,6,270
