idx,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,votes,avg,std
6015,3,3,2,4,12,13,5,1,2,2,47,5.3191,2.0946
6016,4,4,11,5,12,16,15,11,5,4,87,5.7356,2.2917
6017,1,1,1,0,1,5,7,10,3,3,32,7.0938,2.0518
6018,0,0,0,2,8,13,44,94,28,23,212,7.8679,1.2215
6019,3,2,0,0,3,9,22,36,34,14,123,7.8374,1.7824
6020,1,2,5,5,6,12,8,8,2,2,51,5.8824,2.0641
6021,1,0,1,2,1,14,12,7,3,4,45,6.8444,1.7758
6022,2,2,0,5,8,16,51,82,78,134,378,8.5106,1.5874
6023,0,0,0,0,0,8,15,13,4,5,45,7.6222,1.1979
6024,1,3,0,3,8,12,15,6,7,9,64,6.8281,2.1473
6025,0,1,0,0,0,1,9,10,3,3,27,7.7037,1.5108
6026,0,3,5,14,9,27,36,53,23,8,178,7.0056,1.7753
6027,3,3,10,9,15,27,17,10,4,4,102,5.7549,2.0168
6028,1,3,2,16,25,38,21,7,1,8,122,5.9180,1.7301
6029,1,0,3,5,10,16,25,17,8,16,101,7.1188,1.9309
6030,1,5,9,18,19,39,18,22,6,9,146,6.0616,1.9939
6031,1,2,4,14,22,26,16,12,0,1,98,5.6837,1.5688
6032,8,9,5,22,21,64,148,389,235,155,1056,7.9839,1.5814
6033,2,1,2,4,10,4,14,2,2,13,54,6.7037,2.4768
6034,1,0,2,3,4,3,11,9,7,1,41,6.8049,1.9658
6035,1,0,0,2,2,8,10,14,7,4,48,7.3333,1.7240
6036,0,0,0,0,4,11,16,21,9,1,62,7.3710,1.1672
6037,2,2,4,13,21,32,12,6,4,2,98,5.6633,1.7020
6038,0,0,0,0,0,10,11,7,0,1,29,7.0000,0.9469
6039,5,1,4,21,39,114,81,50,9,8,332,6.3554,1.5011
6040,0,0,0,1,2,8,7,7,5,0,30,7.0667,1.3149
6041,1,1,2,3,7,5,10,3,0,0,32,5.6250,1.7275
6042,2,0,0,1,5,15,13,11,2,1,50,6.5600,1.6390
6043,1,1,2,4,13,5,4,3,2,1,36,5.5556,1.9068
6044,1,0,2,3,9,17,40,45,10,7,134,7.2090,1.4715
6045,1,3,0,1,4,10,33,49,37,25,163,7.9571,1.6027
6046,1,1,4,9,6,18,12,6,2,1,60,5.8167,1.7653
6047,2,1,2,1,7,6,29,23,10,10,91,7.2747,1.8697
6048,0,0,0,3,3,10,15,14,8,1,54,7.1481,1.3798
6049,0,1,2,8,8,23,27,15,6,6,96,6.6771,1.6677
6050,0,1,1,5,6,5,3,5,3,4,33,6.4545,2.1894
6051,1,1,2,7,5,5,3,2,0,0,26,4.9615,1.6980
6052,0,0,1,0,4,12,27,57,27,11,139,7.8633,1.2127
6053,0,1,1,1,7,20,21,19,6,9,85,7.1412,1.6099
6054,0,1,1,3,10,16,45,36,17,27,156,7.6218,1.6225
6055,1,2,6,8,12,7,1,2,0,2,41,4.8780,1.8766
6056,0,6,7,7,10,5,12,4,1,2,54,5.2963,2.1049
6057,0,1,1,3,3,8,17,4,4,0,41,6.5122,1.5480
6058,2,1,4,6,4,14,11,11,2,0,55,5.9455,1.9204
6059,2,1,1,2,2,11,17,23,13,9,81,7.4198,1.8978
6060,0,0,3,3,1,9,25,21,9,7,78,7.3590,1.5930
6061,1,1,1,3,1,8,28,36,17,8,104,7.5769,1.5732
6062,0,2,2,5,10,10,22,12,4,7,74,6.7027,1.8797
6063,0,0,4,2,6,11,4,0,0,0,27,5.3333,1.2472
6064,0,0,2,3,3,10,15,12,3,3,51,6.8824,1.6045
6065,0,0,1,1,1,6,9,11,3,3,35,7.3143,1.5264
6066,3,2,4,2,3,8,12,13,19,13,79,7.3291,2.4063
6067,0,0,1,0,1,13,11,4,4,5,39,7.2051,1.5719
6068,16,30,54,118,243,500,675,393,137,83,2249,6.6060,1.6419
6069,0,1,0,2,1,13,30,30,5,6,88,7.3636,1.3158
6070,0,1,1,7,6,9,6,11,0,3,44,6.2955,1.8657
6071,2,2,2,6,15,13,11,7,3,3,64,5.9219,1.9867
6072,1,2,4,5,8,10,6,5,0,0,41,5.3415,1.7753
6073,0,1,3,8,10,21,41,99,80,56,319,8.0815,1.5393
6074,2,1,5,7,20,41,34,13,15,5,143,6.4336,1.7403
6075,1,0,0,0,2,7,15,21,12,3,61,7.6066,1.4290
6076,0,0,0,0,2,4,14,29,15,4,68,7.9265,1.0753
6077,0,5,5,2,8,17,34,27,13,14,125,7.0880,1.9515
6078,2,1,5,20,15,29,12,6,0,2,92,5.4348,1.6306
6079,2,1,0,6,4,8,11,14,3,10,59,6.9831,2.2208
6080,1,0,1,4,8,10,7,2,0,4,37,6.0811,1.9225
6081,1,2,3,9,11,12,11,3,0,2,54,5.5185,1.7924
6082,4,6,10,14,10,27,42,89,74,79,355,7.8197,2.0586
6083,3,4,10,15,24,26,27,13,9,9,140,6.0071,2.0993
6084,0,0,1,4,3,16,28,32,17,18,119,7.6891,1.5489
6085,2,4,4,1,5,11,14,10,1,2,54,6.0000,2.1688
6086,1,4,4,14,29,45,61,36,10,11,215,6.5442,1.6945
6087,0,0,1,3,2,12,26,30,7,10,91,7.4945,1.4402
6088,1,0,0,2,8,9,19,18,4,1,62,6.8710,1.4863
6089,0,3,2,5,3,25,31,22,13,13,117,7.1538,1.7956
6090,0,2,6,6,4,23,28,30,15,17,131,7.2137,1.9062
6091,0,2,1,3,1,13,15,16,1,11,63,7.2063,1.8953
6092,0,0,2,4,1,4,11,7,6,4,39,7.1282,1.9106
6093,1,2,1,9,5,16,2,1,1,0,38,5.1579,1.5816
6094,0,1,1,2,5,12,36,38,9,8,112,7.3839,1.4031
6095,0,2,1,6,8,12,14,12,5,7,67,6.7463,1.9497
6096,1,0,1,9,6,19,14,15,4,10,79,6.8101,1.9296
6097,0,0,0,2,5,12,16,14,6,3,58,7.1207,1.4029
6098,1,1,0,6,5,9,31,32,8,4,97,7.1237,1.5812
6099,2,1,1,0,1,3,8,21,19,17,73,8.1507,1.9350
6100,0,2,0,6,9,5,8,12,6,6,54,6.8333,2.0794
6101,0,0,0,2,3,6,14,27,15,12,79,7.9494,1.4222
6102,1,0,1,3,2,10,8,4,1,0,30,6.1000,1.6401
6103,1,1,3,3,5,8,4,2,0,0,27,5.2222,1.7285
6104,8,7,8,23,19,74,108,181,82,50,560,7.3554,1.8108
6105,2,6,2,9,7,13,14,3,0,1,57,5.2807,1.9624
6106,0,2,0,7,8,19,19,19,19,10,103,7.2039,1.8294
6107,0,0,1,0,1,8,10,7,1,4,32,7.2188,1.5152
6108,0,9,14,19,28,27,23,10,10,6,146,5.6781,2.0405
6109,35,20,22,35,64,142,203,184,77,60,842,6.6971,2.1187
6110,0,0,1,2,5,9,11,13,10,4,55,7.2909,1.6368
6111,1,0,2,1,3,9,8,9,2,2,37,6.6486,1.8631
6112,0,2,3,2,10,10,11,3,2,1,44,5.9091,1.7428
6113,0,0,1,1,0,4,16,25,13,5,65,7.8462,1.2677
6114,2,3,4,8,12,25,14,5,4,2,79,5.7722,1.8688
6115,3,3,8,13,12,24,53,189,140,110,555,8.1658,1.6356
6116,9,1,0,6,6,11,14,26,8,9,90,6.6556,2.5085
6117,1,2,4,11,20,17,11,7,2,2,77,5.6364,1.7500
6118,1,0,0,3,3,4,18,25,6,3,63,7.3333,1.5327
6119,0,0,0,2,4,10,9,12,5,2,44,7.0909,1.4588
6120,12,26,33,57,72,100,48,29,12,9,398,5.3191,1.9699
6121,2,3,1,8,14,15,18,7,1,24,93,6.8172,2.3870
6122,1,2,1,4,12,12,9,4,0,2,47,5.7660,1.7771
6123,0,1,2,2,4,10,16,27,12,4,78,7.3333,1.6146
6124,1,0,0,3,5,10,13,3,1,2,38,6.3684,1.6451
6125,1,0,2,5,4,3,8,2,7,1,33,6.3636,2.1856
6126,1,3,2,10,9,29,22,27,15,11,129,6.8760,1.9330
6127,3,6,6,9,24,53,137,441,306,161,1146,8.1658,1.3667
6128,2,2,2,5,11,35,59,82,37,26,261,7.5057,1.6085
6129,8,22,35,58,107,210,264,248,84,29,1065,6.6310,1.7490
6130,0,1,0,3,3,11,9,4,2,4,37,6.7027,1.7989
6131,0,0,1,1,2,12,6,3,1,3,29,6.6897,1.6211
6132,0,0,2,3,7,10,4,4,3,4,37,6.4865,1.9399
6133,3,5,8,20,52,155,173,73,20,20,529,6.5822,1.4710
6134,0,2,0,5,8,28,16,8,1,0,68,6.1324,1.3050
6135,1,1,2,3,13,23,33,20,11,3,110,6.7636,1.5950
6136,1,1,1,3,2,3,10,1,6,1,29,6.4828,2.2069
6137,0,0,1,0,3,4,9,7,10,4,38,7.6579,1.6104
6138,0,1,0,6,4,11,6,5,0,2,35,6.1143,1.7033
6139,1,6,9,9,18,23,26,11,7,7,117,6.0427,2.0689
6140,0,1,1,3,1,10,6,5,4,1,32,6.5625,1.8190
6141,0,0,0,1,1,9,15,9,6,2,43,7.3023,1.2674
6142,1,1,0,1,4,5,11,19,5,7,54,7.4259,1.8419
6143,0,0,0,4,3,6,6,15,3,6,43,7.3488,1.7372
6144,5,1,3,6,7,30,47,109,96,131,435,8.3448,1.6953
6145,3,0,1,2,6,12,19,31,14,14,102,7.4804,1.8980
6146,1,0,2,2,1,15,27,37,14,18,117,7.7009,1.6080
6147,4,1,1,2,6,22,34,86,37,22,215,7.7116,1.6313
6148,0,0,0,0,0,6,3,9,12,6,36,8.2500,1.2990
6149,2,3,8,25,59,180,450,468,155,98,1448,7.4420,1.3408
6150,0,4,3,5,9,19,17,21,5,2,85,6.4471,1.8182
6151,0,1,0,3,3,9,11,8,1,4,40,6.8250,1.7304
6152,1,0,3,2,6,6,7,15,5,4,49,6.8980,2.0328
6153,2,0,1,5,4,12,5,2,1,1,33,5.6667,1.8856
6154,2,0,0,1,5,10,3,5,0,1,27,6.0000,1.9052
6155,1,0,2,2,3,5,9,6,4,1,33,6.5758,1.9699
6156,0,1,0,1,3,8,7,4,2,2,28,6.7143,1.7083
6157,2,0,0,1,1,6,9,18,6,2,45,7.2889,1.8089
6158,3,1,1,3,4,16,7,7,1,1,44,5.9091,1.9979
6159,0,0,1,1,4,9,11,7,2,2,37,6.8108,1.4857
6160,5,4,10,20,44,96,117,67,28,20,411,6.6326,1.7055
6161,2,3,4,9,20,37,20,8,4,9,116,6.1034,1.9045
6162,2,5,5,14,20,33,39,12,11,2,143,6.0769,1.8094
6163,2,4,5,11,15,26,16,10,2,3,94,5.7447,1.8846
6164,1,0,0,5,22,40,38,16,2,6,130,6.4846,1.3936
6165,0,1,4,7,6,8,6,3,6,4,45,6.2222,2.2100
6166,1,1,2,2,6,10,25,22,12,9,90,7.2889,1.7904
6167,0,0,2,1,2,8,5,7,2,10,37,7.4865,2.0351
6168,0,0,0,2,0,2,4,9,6,9,32,8.2500,1.6202
6169,1,1,2,0,5,12,35,65,23,11,155,7.6645,1.4200
6170,1,0,1,6,5,14,18,15,9,7,76,7.0263,1.8280
6171,0,3,1,3,4,6,6,8,8,7,46,7.0652,2.2975
6172,1,1,1,3,3,8,28,47,19,12,123,7.6748,1.5591
6173,0,0,0,1,1,5,12,13,4,2,38,7.4474,1.2290
6174,2,0,2,9,9,14,12,8,4,10,70,6.5286,2.1825
6175,1,3,3,5,24,29,25,19,8,5,122,6.3852,1.7623
6176,6,7,3,13,17,26,19,11,1,2,105,5.4476,2.0236
6177,0,0,1,6,6,22,34,41,10,6,126,7.1825,1.3996
6178,1,0,2,0,2,2,6,14,17,3,47,7.7872,1.8328
6179,4,1,3,5,9,40,68,100,55,123,408,8.1397,1.7398
6180,0,0,0,2,1,8,8,9,3,0,31,6.9677,1.2822
6181,1,0,1,1,6,10,19,27,8,3,76,7.2237,1.5269
6182,1,3,0,0,4,14,10,9,4,3,48,6.6458,1.9737
6183,2,3,2,7,13,27,14,14,2,5,89,6.1461,1.9053
6184,1,1,1,5,10,10,11,2,5,1,47,6.0426,1.8446
6185,0,1,1,3,10,16,18,29,19,30,127,7.8110,1.8087
6186,1,0,0,2,2,10,20,11,5,12,63,7.4921,1.7627
6187,0,1,1,0,4,16,10,3,0,0,35,6.1429,1.1986
6188,1,3,0,4,5,15,25,29,10,10,102,7.2059,1.8168
6189,3,2,2,4,4,8,11,8,4,1,47,6.0426,2.2593
6190,0,1,1,0,2,5,6,6,6,7,34,7.6176,1.9855
6191,1,1,3,3,2,8,7,3,3,1,32,6.0000,2.1213
6192,1,3,4,2,6,26,30,68,30,12,182,7.4560,1.6594
6193,0,0,1,2,2,9,10,6,2,3,35,6.8857,1.6173
6194,6,4,6,5,37,63,78,30,13,4,246,6.3333,1.6585
6195,0,0,2,2,8,8,16,15,7,11,69,7.3478,1.8004
6196,1,3,4,5,12,12,14,3,5,3,62,5.9355,2.0468
6197,0,0,3,7,11,8,2,5,0,2,38,5.6316,1.7384
6198,2,1,4,6,16,34,41,40,9,12,165,6.8606,1.7299
6199,1,1,1,0,1,1,6,13,5,5,34,7.5882,2.0880
6200,1,3,4,21,32,95,135,211,73,36,611,7.3372,1.4834
6201,0,0,0,1,3,5,3,5,5,3,25,7.4000,1.7205
6202,0,1,3,5,6,8,8,4,5,4,44,6.4091,2.1032
6203,1,4,5,2,5,11,11,9,9,10,67,6.7612,2.4317
6204,2,3,1,2,4,12,11,18,7,8,68,6.9853,2.1929
6205,1,0,1,2,4,4,11,10,4,2,39,6.8974,1.8508
6206,1,0,0,7,5,7,3,4,0,0,27,5.5185,1.6186
6207,1,1,1,3,10,9,14,28,12,3,82,7.0976,1.7642
6208,1,1,1,1,7,12,15,12,5,1,56,6.6607,1.6932
6209,2,1,5,4,6,16,14,13,5,6,72,6.5000,2.1148
6210,1,0,1,0,0,0,7,15,7,7,38,8.0526,1.7464
6211,0,0,1,1,0,12,9,8,5,4,40,7.2750,1.5650
6212,1,0,1,1,4,8,10,6,4,4,39,6.9231,1.9133
6213,1,2,1,2,7,14,4,0,0,1,32,5.4062,1.6744
6214,0,1,0,2,3,9,20,12,6,2,55,7.0727,1.4629
6215,0,0,0,1,2,11,13,14,6,4,51,7.3922,1.3588
6216,4,2,4,5,9,26,38,48,13,12,161,7.0062,1.8865
6217,0,0,1,1,4,6,14,19,4,1,50,7.1800,1.3370
6218,0,1,2,1,2,6,14,7,3,1,37,6.7297,1.6870
6219,1,2,7,3,10,10,7,5,0,1,46,5.3696,1.9038
6220,0,0,2,3,6,18,13,9,5,4,60,6.7333,1.6418
6221,0,1,1,4,1,11,18,14,8,2,60,7.0333,1.6121
6222,1,2,2,0,7,18,24,24,7,4,89,6.9326,1.6813
6223,2,0,0,2,2,7,15,19,5,6,58,7.3103,1.8214
6224,1,1,1,2,4,3,8,7,2,2,31,6.5161,2.1232
6225,0,4,2,1,6,11,12,16,11,6,69,7.0290,2.0499
6226,1,2,1,6,18,28,38,17,7,18,136,6.8750,1.8409
6227,0,2,0,0,9,19,78,93,23,13,237,7.5527,1.1882
6228,0,1,0,4,7,10,21,13,3,7,66,6.9848,1.6832
6229,0,0,0,2,1,10,12,9,6,0,40,7.0750,1.2725
6230,2,1,0,1,1,7,11,10,4,2,39,6.8718,2.0277
6231,7,5,9,20,46,93,124,89,27,33,453,6.7660,1.7874
6232,1,0,0,3,4,12,34,41,10,5,110,7.3727,1.3542
6233,0,0,0,2,5,11,30,35,11,6,100,7.4800,1.2608
6234,0,1,2,2,3,7,10,8,9,0,42,6.8571,1.8070
6235,3,2,9,11,25,79,111,185,79,72,576,7.5781,1.6333
6236,1,7,1,3,4,9,15,27,16,5,88,7.0341,2.1713
6237,0,0,1,1,1,4,6,15,2,2,32,7.3750,1.4737
6238,0,3,3,4,4,19,25,26,11,5,100,6.9700,1.7576
6239,0,0,1,3,4,17,9,6,1,2,43,6.4419,1.4516
6240,0,1,0,0,0,0,12,12,6,2,33,7.7576,1.3491
6241,1,0,4,7,14,11,11,13,2,2,65,6.0923,1.8206
6242,0,0,1,4,2,7,6,11,2,1,34,6.7353,1.6505
6243,2,2,0,1,2,9,7,21,5,0,49,6.8571,1.9588
6244,1,0,1,2,0,6,10,5,1,3,29,6.7931,1.9543
6245,0,1,1,3,7,6,9,3,7,4,41,6.7805,2.0184
6246,5,4,4,10,14,44,35,20,20,4,160,6.4000,1.9564
6247,2,0,1,4,5,9,10,15,7,4,57,6.8947,2.0147
6248,0,0,1,2,2,5,19,26,15,2,72,7.5972,1.3193
6249,1,1,4,4,6,11,8,1,1,1,38,5.5263,1.8315
6250,0,0,2,2,7,23,39,64,26,7,170,7.5059,1.3027
6251,4,3,1,5,22,44,99,86,39,35,338,7.3639,1.6536
6252,1,1,0,4,11,7,5,2,1,2,34,5.7647,1.8796
6253,2,1,2,5,10,25,35,26,12,16,134,7.0970,1.8442
6254,0,1,0,4,6,7,11,8,1,1,39,6.4103,1.5968
6255,0,1,0,2,1,10,3,4,5,0,26,6.6538,1.7308
6256,3,4,3,13,24,20,16,7,3,1,94,5.5000,1.8028
6257,3,3,5,14,25,55,49,26,4,8,192,6.2604,1.6971
6258,2,0,1,4,8,8,9,18,9,8,67,7.1194,2.0770
6259,0,1,4,3,11,15,20,7,3,9,73,6.6301,1.9053
6260,0,0,1,6,4,12,13,10,3,7,56,6.9107,1.8055
6261,0,0,0,0,6,6,15,8,3,3,41,7.1220,1.3650
6262,3,5,2,7,16,42,28,28,13,19,163,6.7853,2.0387
6263,0,0,1,0,0,8,6,16,4,8,43,7.8372,1.5086
6264,0,0,0,0,8,16,31,38,19,15,127,7.7008,1.3592
6265,4,1,7,21,27,83,89,35,7,7,281,6.3345,1.5355
6266,3,2,4,9,15,61,79,56,21,14,264,6.9167,1.6145
6267,0,2,0,3,11,18,41,24,13,7,119,7.1008,1.5251
6268,0,1,1,7,2,6,8,1,3,1,30,6.0000,1.9149
6269,1,0,0,7,6,12,6,4,4,1,41,6.1220,1.7970
6270,0,2,6,3,5,9,6,1,0,0,32,5.0938,1.6462
6271,2,3,2,9,13,20,36,10,1,1,97,6.0412,1.6555
6272,0,0,0,2,6,12,10,9,3,5,47,7.0000,1.5979
6273,2,2,4,12,11,9,10,3,2,2,57,5.3860,1.9978
6274,1,1,3,5,8,12,6,6,2,1,45,5.8222,1.8772
6275,0,0,0,2,2,9,9,18,4,5,49,7.4490,1.4577
6276,1,0,0,6,5,17,6,0,0,1,36,5.6667,1.4142
6277,2,2,4,5,6,17,4,2,2,1,45,5.3778,1.9583
6278,0,0,0,2,4,1,15,7,7,5,41,7.5122,1.5945
6279,4,3,7,13,19,96,193,295,83,36,749,7.4393,1.3800
6280,0,0,0,2,3,6,11,20,4,2,48,7.3333,1.3281
6281,0,0,2,2,2,6,15,19,19,19,84,8.0714,1.6675
6282,2,1,3,3,13,29,45,92,61,71,320,8.0437,1.6577
6283,0,0,2,0,3,7,18,7,5,10,52,7.5000,1.7265
6284,0,1,2,7,10,16,12,14,3,2,67,6.3433,1.6889
6285,2,3,5,6,23,20,19,7,5,3,93,5.8710,1.8793
6286,4,1,4,7,18,31,62,46,25,13,211,7.0095,1.7713
6287,0,0,0,1,3,11,11,12,3,4,45,7.2222,1.4125
6288,1,1,2,1,3,6,5,4,5,1,29,6.4138,2.2209
6289,1,0,0,0,3,2,4,4,9,12,35,8.2571,2.0191
6290,0,1,1,3,2,23,25,36,20,20,131,7.6947,1.5915
6291,9,9,16,62,77,117,85,39,3,10,427,5.7237,1.6996
6292,0,1,2,6,13,21,27,10,9,3,92,6.5543,1.6109
6293,0,1,3,8,9,6,5,1,0,1,34,5.2059,1.6048
6294,3,2,3,2,6,18,33,26,5,3,101,6.6931,1.8062
6295,1,2,0,6,4,11,14,30,17,19,104,7.6538,1.9403
6296,0,0,3,0,3,11,18,14,4,2,55,6.9818,1.4708
6297,0,0,0,2,1,6,11,4,2,1,27,6.8889,1.3426
6298,0,4,5,7,17,13,13,7,2,6,74,5.9324,2.0423
6299,1,1,2,0,4,4,3,11,16,27,69,8.3478,2.1047
6300,0,0,1,3,6,17,48,71,36,4,186,7.6075,1.1967
6301,16,0,2,3,3,2,5,13,24,103,171,8.4561,2.7809
6302,1,2,3,4,5,9,18,2,0,2,46,5.8913,1.8793
6303,0,0,0,1,4,8,8,17,6,6,50,7.5600,1.4988
6304,3,4,2,5,5,14,16,10,5,7,71,6.3803,2.3278
6305,1,0,0,0,1,6,5,5,7,8,33,7.8788,1.9503
6306,0,0,1,1,2,8,7,43,10,6,78,7.7949,1.2846
6307,0,2,1,9,24,40,88,90,21,23,298,7.2416,1.4730
6308,5,11,18,27,29,60,106,65,26,15,362,6.4641,1.9397
6309,3,3,5,11,33,109,202,193,41,23,623,7.1332,1.3621
6310,3,1,1,1,1,9,12,21,14,16,79,7.7089,2.1118
6311,0,0,3,3,14,21,9,20,9,6,85,6.8353,1.7479
6312,0,0,3,8,4,15,17,14,3,5,69,6.6522,1.7597
6313,0,0,0,1,5,5,6,6,5,2,30,7.1333,1.6069
6314,1,1,0,3,6,8,12,22,4,7,64,7.1719,1.8503
6315,0,1,0,3,1,12,27,23,19,19,105,7.8571,1.5762
6316,0,1,0,3,3,9,13,12,4,2,47,6.9362,1.5899
6317,1,1,2,8,4,7,4,7,2,1,37,5.8108,2.0774
6318,0,2,2,8,10,29,31,13,3,7,105,6.5143,1.6511
6319,1,0,0,0,4,14,25,23,11,12,90,7.5889,1.5268
6320,14,4,4,15,24,40,57,153,236,339,886,8.5677,1.8121
6321,5,7,8,11,21,17,12,0,0,3,84,4.8571,1.9648
6322,15,9,15,18,14,41,34,29,4,9,188,5.6489,2.3597
6323,4,3,6,10,39,100,117,44,19,15,357,6.5966,1.5502
6324,3,3,0,7,33,73,98,46,17,15,295,6.7695,1.5231
6325,2,3,8,12,16,21,23,13,4,1,103,5.7961,1.8610
6326,2,2,2,3,7,21,12,8,4,6,67,6.4030,2.0593
6327,1,0,3,6,3,10,5,11,4,4,47,6.5532,2.1319
6328,1,3,4,4,6,18,20,16,11,18,101,7.1287,2.1648
6329,2,2,1,4,5,12,13,3,1,4,47,6.0851,2.1121
6330,1,0,1,2,2,18,35,66,25,13,163,7.7178,1.3453
6331,1,2,1,4,3,21,35,52,23,18,160,7.5812,1.6259
6332,0,0,3,4,10,15,9,8,3,5,57,6.4737,1.8171
6333,2,0,4,7,16,52,74,136,65,48,404,7.6856,1.5359
6334,2,0,3,8,11,40,47,47,11,10,179,6.9385,1.5967
6335,1,2,1,3,6,9,8,5,4,2,41,6.2439,2.0810
6336,0,0,0,5,3,4,12,10,1,3,38,6.8947,1.6350
6337,0,0,2,4,1,3,10,9,2,0,31,6.6129,1.6787
6338,2,4,2,7,16,36,52,97,45,46,307,7.6384,1.7432
6339,6,14,22,42,88,230,355,430,160,99,1446,7.2220,1.6142
6340,1,0,0,1,0,9,24,24,10,7,76,7.6184,1.4139
6341,1,0,1,1,1,10,18,15,3,1,51,6.9804,1.4752
6342,0,1,2,1,9,10,20,16,8,14,81,7.3704,1.8422
6343,0,1,1,1,2,9,7,10,0,4,35,6.9143,1.7948
6344,0,2,5,7,12,46,75,77,27,9,260,7.1423,1.4514
6345,3,4,5,9,15,35,58,39,30,31,229,7.1834,1.9762
6346,1,4,2,1,3,3,10,4,1,0,29,5.6207,2.2347
6347,0,0,0,5,2,14,6,11,2,0,40,6.5500,1.3955
6348,1,2,2,1,10,21,69,132,64,37,339,7.8938,1.3721
6349,2,1,1,10,4,5,2,2,2,0,29,5.0000,2.0172
6350,2,2,2,2,4,20,30,46,27,23,158,7.6646,1.7775
6351,0,0,1,2,5,9,11,8,4,2,42,6.8333,1.5723
6352,0,1,0,4,3,11,2,2,0,1,24,5.7917,1.5806
6353,3,3,3,2,12,12,24,29,24,16,128,7.2969,2.1042
6354,2,2,3,13,6,17,6,7,1,0,57,5.3684,1.8125
6355,0,0,1,2,1,10,5,8,5,4,36,7.2222,1.7498
6356,0,2,3,2,8,15,6,5,2,0,43,5.8372,1.6556
6357,0,1,0,2,1,12,6,8,1,4,35,6.9143,1.7464
6358,4,8,9,10,20,19,16,10,6,3,105,5.4952,2.1827
6359,0,2,3,4,13,17,31,16,6,10,102,6.8137,1.7972
6360,0,0,1,1,0,1,3,7,7,15,35,8.6571,1.6893
6361,1,5,4,19,24,60,38,20,3,4,178,6.0225,1.5898
6362,0,0,0,1,2,6,11,15,3,1,39,7.2821,1.1972
6363,0,1,0,3,3,9,24,17,6,9,72,7.3750,1.6024
6364,1,1,1,3,1,6,10,11,4,4,42,6.9762,2.0527
6365,0,0,2,4,18,19,12,5,0,2,62,5.9677,1.3675
6366,1,0,3,0,3,12,14,35,15,12,95,7.6842,1.6750
6367,0,0,0,0,4,16,18,12,3,7,60,7.2500,1.3859
6368,4,1,6,19,23,23,25,12,5,0,118,5.6695,1.7806
6369,0,2,0,0,3,14,15,21,5,4,64,7.2031,1.5328
6370,0,0,0,1,1,2,6,10,5,10,35,8.2286,1.5322
6371,1,1,2,4,7,22,43,20,8,3,111,6.8018,1.5116
6372,1,0,0,3,2,19,29,53,24,5,136,7.5735,1.3264
6373,0,1,1,3,3,6,5,7,3,2,31,6.6452,1.9601
6374,0,2,4,5,18,22,24,32,14,3,124,6.7581,1.7056
6375,4,8,4,2,5,44,69,128,85,59,408,7.8211,1.7249
6376,0,0,1,0,2,2,11,12,7,5,40,7.7750,1.4746
6377,0,1,3,2,3,5,13,8,2,4,41,6.7561,1.9603
6378,4,16,32,45,64,170,303,398,199,98,1329,7.3198,1.6970
6379,0,0,0,1,2,15,18,22,7,10,75,7.5867,1.3961
6380,0,0,2,4,0,15,16,8,5,0,50,6.6600,1.4507
6381,0,0,2,2,5,10,11,6,6,0,42,6.6190,1.5729
6382,1,2,4,8,12,19,15,11,3,6,81,6.2099,1.9734
6383,1,2,2,1,10,13,11,5,3,3,51,6.2157,1.9435
6384,3,2,7,9,11,18,25,15,5,9,104,6.3173,2.1495
6385,0,0,0,1,4,12,14,7,1,3,42,6.8810,1.3310
6386,0,0,0,2,0,2,8,10,18,9,49,8.3265,1.4054
6387,4,2,5,6,12,19,12,13,5,4,82,6.0244,2.1695
6388,0,0,2,4,6,13,13,7,6,3,54,6.6852,1.7086
6389,2,1,1,4,6,15,43,53,42,45,212,8.0000,1.6851
6390,0,0,1,1,3,8,8,8,0,4,33,6.9697,1.6420
6391,2,1,0,1,1,5,4,10,4,4,32,7.0938,2.3500
6392,0,1,1,0,1,14,19,9,4,4,53,7.0755,1.5028
6393,1,0,0,3,2,9,12,7,0,4,38,6.7632,1.7835
6394,0,1,0,1,6,7,7,0,1,1,24,6.0833,1.5523
6395,0,1,0,4,3,3,10,5,1,2,29,6.5517,1.8305
6396,0,1,0,5,2,17,13,6,3,3,50,6.6000,1.6248
6397,1,1,2,3,6,11,4,2,0,1,31,5.5161,1.7757
6398,9,1,4,1,10,19,20,24,21,40,149,7.4631,2.4809
6399,0,0,2,5,8,14,18,27,18,11,103,7.4175,1.7153
6400,0,0,2,5,0,10,16,33,25,23,114,8.0439,1.6297
6401,2,3,0,12,10,41,54,23,5,9,159,6.5975,1.6526
6402,0,0,0,0,0,1,15,19,3,2,40,7.7500,0.8292
6403,1,2,4,6,9,28,27,27,9,14,127,6.9291,1.8956
6404,0,0,2,2,4,10,16,21,17,14,86,7.7558,1.6770
6405,1,1,1,0,2,8,14,10,7,9,53,7.4528,1.9481
6406,1,0,1,2,1,12,30,18,21,14,100,7.7200,1.6191
6407,0,0,0,3,3,8,4,6,2,3,29,6.8621,1.7365
6408,0,2,1,2,5,7,7,6,4,3,37,6.6216,2.0448
6409,1,0,0,2,4,14,15,37,12,2,87,7.3793,1.4162
6410,0,0,0,1,4,10,33,49,17,10,124,7.7419,1.1837
6411,1,2,2,4,8,7,1,3,0,1,29,5.1724,1.9310
6412,0,2,2,2,5,9,17,15,7,7,66,7.1061,1.8840
